,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC10228198,AC10228198,990033925370603338,http://data.onb.ac.at/ABO/%2BZ179624300,Z179624300,"Raicevich, Ignaz Stephan ; http://d-nb.info/gnd/1051994292","Osservazioni storiche naturali, e politiche intorno la Valachia e Moldavia ; 1788",,"Bemerkungen über die Moldau und Wallachey in Rücksicht auf Geschichte, Naturproducte und Politik $ Aus dem Jtaliänischen des Herrn von Raicewich",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,"bey Joseph von Kurzbek, k. k. Hofbuchdrucker Groß= und Buchhändler","Kurzböck, Joseph <<von>> ; http://d-nb.info/gnd/142666777","Kurzböck, Joseph <<von>> ; http://d-nb.info/gnd/142666777",1789,1789,"32 ungezählte Seiten, 172 Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten auf dem Titelblatt und im Text ; Fußnoten ; Zierleisten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0867. - Beruht auf persönlichen Aufenthalten des Verfassers zwischen 1782 und 1786",Ungezählte Seite 3-4: Vorrede des Übersetzers. - Ungezählte Seite 5-30: Einleitung,,ger,ita,Aus dem Italienischen übersetzt $ In Fraktur,,,,,,,,,,,,,Moldau ; Walachei,TravelogueD18 Europa $ TravelogueD18 Orient,,80.T.21 PRUNK $ 287522-A MAG,ZALT $ ZFID,
AC10228199,AC10228199,990033925380603338,http://data.onb.ac.at/ABO/%2BZ184351809,Z184351809,"Raicevich, Ignaz Stephan ; http://d-nb.info/gnd/1051994292","Osservazioni storiche naturali, e politiche intorno la Valachia e Moldavia ; 1788",,"Geschichte, natürliche Beschaffenheit und Verfassung der Walachey und Moldau $ [Ignaz Stephan Raicevich] Aus dem Jtaliänischen übersetzt von Herrn Professor Piehl",,,Strasburg,Straßburg ; http://d-nb.info/gnd/4057878-1,Straßburg ; http://d-nb.info/gnd/4057878-1,"Jm Verlag der Akademischen Buchhandlung $ Gedruckt bey Joh. Heinrich Heitz, Univ. Buchdr.",Librairie Académique ; http://d-nb.info/gnd/6146618-9,"Heitz, Johann Heinrich ; http://d-nb.info/gnd/1037503732",1790,1790,"227 Seiten, 5 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten ; Fußnoten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0868. - Beruht auf persönlichen Aufenthalten des Verfassers zwischen 1782 und 1786",Am Ende 1 ungezählte Seite Verlagsprogramm,,ger,ita,Aus dem Italienischen übersetzt $ In Fraktur,,,,"Piehl, ... ; http://d-nb.info/gnd/1051995760",,,,,,,,,Moldau ; Walachei,TravelogueD18 Europa $ TravelogueD18 Orient,,39.W.23 PRUNK,ZALT,
AC10249068,AC10249068,990034138200603338,http://data.onb.ac.at/ABO/%2BZ185186909,Z185186909,"Riedesel, Johann Hermann ; http://d-nb.info/gnd/118884441",,,Reise durch Sicilien und Großgriechenland $ [Johann Hermann Riedesel],,,Zürich,Zürich ; http://d-nb.info/gnd/4068038-1,Zürich ; http://d-nb.info/gnd/4068038-1,"bey Orell, Geßner, Füeßlin und Comp.","Orell, Geßner, Füßli & Cie. ; http://d-nb.info/gnd/5190670-3","Orell, Geßner, Füßli & Cie. ; http://d-nb.info/gnd/5190670-3",1771,1771,272 Seiten,1 Illustration,1,,8°,Die Illustration ist eine gestochene Titelvignette (gestochen von Salomon Gessner),"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Stuck I, 1202 ; Engelmann 946 ; Holzmann-Bohatta III, 11490 ; VD18 10530398 ; Tresoldi, 46 ; Chatzipanagioti-Sangmeister, 0879. - Anonym erschienen ; Verfasser bibliografisch ermittelt",Widmung an Johann Joachim Winckelmann,"Vorlageform der Veröffentlichungsangabe: Zürich, bey Orell, Geßner, Füeßlin und Comp. 1771. - Am Ende Preis-Angabe: Der Preiß ist 12. gr. oder 45. kr. ; Signaturformel: A-R8",ger,,In Fraktur,VD18 10530398,,,,,,"Geßner, Salomon ; http://d-nb.info/gnd/118538969","Riedesel, Johann Hermann ; http://d-nb.info/gnd/118884441","Winckelmann, Johann Joachim ; http://d-nb.info/gnd/118633600",Reisebericht,,,Griechenland ; Sizilien ; Italien ; Reise ; Geschichte 1767-1768 ; Osmanisches Reich,TravelogueD18 Europa $ TravelogueD18 Orient,,77.Z.15 PRUNK,ZALT,VD18 10530398
AC12715057,AC12715057,990048650740603338,http://data.onb.ac.at/ABO/%2BZ222068602,Z222068602,"Russell, Alexander ; http://d-nb.info/gnd/133337774",<<The>> natural history of Aleppo ; 1756,,"Naturgeschichte von Aleppo, $ enthaltend eine Beschreibung der Stadt, und der nornehmsten Naturerzeugnisse in ihrer Nachbarschaft $ von Alexander Russell, der Arzneikunde Doctor. Zwote Ausgabe. Durchgesehen, vermehrt und mit Anmerkungen erläutert von Patrick Russell, der Arzneikunde Doctor, und Mitglied der Königl. Gesellschaft der Wissenschaften. Uebersezt, mit einigen Anmerkungen von Johann Friedrich Gmelin",Erster Band,,Göttingen,Göttingen ; http://d-nb.info/gnd/4021477-1,Göttingen ; http://d-nb.info/gnd/4021477-1,bei Johann Georg Rosenbusch,"Rosenbusch, Johann Georg ; http://d-nb.info/gnd/1037538366","Rosenbusch, Johann Georg ; http://d-nb.info/gnd/1037538366",1797,1797,"XXXII, 440, 176 Seiten, 1 ungezähltes gefaltetes Blatt",1 Karte,,1,8°,Die Illustration ist eine Kupferstich-Karte. - Fußnoten ; Zierleisten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0895 ; Bibliografie Reiseliteratur Eutin","Seite [III]-XXI: Vorrede zur zweiten Ausgabe. - Seite [XXVI]-XXVIII: Vorrede des Übersetzers J. F. Gmelin, Datum Göttingen 17.04.1797",,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,,"Russell, Patrick ; http://d-nb.info/gnd/11759928X","Gmelin, Johann Friedrich ; http://d-nb.info/gnd/116684674 $ Gmelin, Johann Friedrich",,,,,,,,,Aleppo ; Natur ; Geschichte,TravelogueD18 Asien $ TravelogueD18 Orient,,28.T.12.(Vol.1) PRUNK,ZALT,
AC12715060,AC12715060,990048650760603338,http://data.onb.ac.at/ABO/%2BZ222068705,Z222068705,"Russell, Alexander ; http://d-nb.info/gnd/133337774",<<The>> natural history of Aleppo ; 1756,,"Naturgeschichte von Aleppo, $ enthaltend eine Beschreibung der Stadt, und der nornehmsten Naturerzeugnisse in ihrer Nachbarschaft $ von Alexander Russell, der Arzneikunde Doctor. Zwote Ausgabe. Durchgesehen, vermehrt und mit Anmerkungen erläutert von Patrick Russell, der Arzneikunde Doctor, und Mitglied der Königl. Gesellschaft der Wissenschaften. Uebersezt, mit einigen Anmerkungen von Johann Friedrich Gmelin",Zweiter Band ; Mit 15 Kupfertafeln,,Göttingen,Göttingen ; http://d-nb.info/gnd/4021477-1,Göttingen ; http://d-nb.info/gnd/4021477-1,bei Johann Georg Rosenbusch,"Rosenbusch, Johann Georg ; http://d-nb.info/gnd/1037538366","Rosenbusch, Johann Georg ; http://d-nb.info/gnd/1037538366",1798,1798,"242 Seiten, 15 ungezählte Blätter Bildtafeln",15 Illustrationen,15,,8°,Die Illustrationen sind 15 Kupferstich-Illustrationen. - Fußnoten ; Zierleisten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0895 ; Bibliografie Reiseliteratur Eutin",,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,,"Russell, Patrick ; http://d-nb.info/gnd/11759928X","Gmelin, Johann Friedrich ; http://d-nb.info/gnd/116684674",,,,,,,,,Aleppo ; Natur ; Geschichte,TravelogueD18 Asien $ TravelogueD18 Orient,,28.T.12.(Vol.2) PRUNK,ZALT,
AC13017116,AC13017116,990048821930603338,http://data.onb.ac.at/ABO/%2BZ222104709,Z222104709,"Savary, Claude ; http://d-nb.info/gnd/100405924",Lettres sur l'Égypte ; 1785-1786,,"Zustand des alten und neuen Egyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung [et]c. $ Aus dem Französischen des Herrn Savary. Mit Zusätzen und Verbesserungen von Johann Gottlob Schneider, Professor zu Frankfurt an der Oder. Mit einem Kupfer und einer Landkarte",[1],,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,Berlin ; http://d-nb.info/gnd/4005728-8,bey Johann Friedrich Unger,"Unger, Johann Friedrich Gottlieb ; http://d-nb.info/gnd/11729327X","Unger, Johann Friedrich Gottlieb ; http://d-nb.info/gnd/11729327X",1786,1786,"VIII, 344 Seiten, 2 ungezählte gefaltete Blätter","1 Illustration, 1 Karte",1,1,8°,Die Illustrationen umfassen 1 Kupferstich-Karte und 1 Kupferstich-illustration. - Holzschnitt-Vignetten im Text ; Fußnoten,"Bibliografischer Nachweis. Griep, Reiseliteratur und Geographica, 1230 ; Bibliografie Reiseliteratur Eutin ; Engelmann 169 ; Holzmann-Bohatta IV, 746 ; Chatzipanagioti-Sangmeister, 0950 ; Stuck I, 2921",Seite III-VIII: Vorrede,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,"Gürsch, Carl Friedrich ; http://d-nb.info/gnd/130385468",,,Briefsammlung $ Reisebericht,,,Ägypten ; Forschungsreise ; Geschichte 1777 ; Ägypten ; Landeskunde,TravelogueD18 Afrika $ TravelogueD18 Orient,,29.V.17.(Vol.1) PRUNK,ZALT,
AC13017149,AC13017149,990048821960603338,"http://data.onb.ac.at/ABO/%2BZ222104904;
http://data.onb.ac.at/ABO/%2BZ222104801","Z222104904;
Z222104801","Savary, Claude ; http://d-nb.info/gnd/100405924",Lettres sur l'Égypte ; 1785-1786,,"Zustand des alten und neuen Egyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung [et]c. $ Aus dem Französischen des Herrn Savary. Mit einer Landkarte",Zweyter und dritter Theil,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,Berlin ; http://d-nb.info/gnd/4005728-8,bey Johann Friedrich Unger,"Unger, Johann Friedrich Gottlieb ; http://d-nb.info/gnd/11729327X","Unger, Johann Friedrich Gottlieb ; http://d-nb.info/gnd/11729327X",1788,1788,"XXIV, 418 Seiten, 1 ungezählte gefaltete Karte",1 Karte,,1,8°,"Die Illustration ist 1 Kupferstich-Karte (""Allgemeine Charte von Egypten"", gezeichnet und gestochen von D. F. Sotzmann). - Fußnoten","Bibliografischer Nachweis. Griep, Reiseliteratur und Geographica, 1230 ; Bibliografie Reiseliteratur Eutin ; Engelmann 169 ; Holzmann-Bohatta IV, 746 ; Chatzipanagioti-Sangmeister, 0950 ; Stuck I, 2921 ; Kainbacher, Erforschung Afrikas, S. 404.",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,"Sotzmann, Daniel Friedrich ; http://d-nb.info/gnd/104285850",,,Reisebericht $ Briefsammlung,,,Ägypten ; Forschungsreise ; Geschichte 1777 ; Ägypten ; Landeskunde,TravelogueD18 Afrika $ TravelogueD18 Orient,,29.V.17.(Vol.2) PRUNK $ 29.V.17.(Vol.3) PRUNK,ZALT $ ZALT,
AC10277831,AC10277831,990034431870603338,http://data.onb.ac.at/ABO/%2BZ148208606,Z148208606,"Savary, Claude ; http://d-nb.info/gnd/100405924",Lettres sur la Grèce ; 1788 ; http://viaf.org/viaf/8463151474964300490003,Bibliothek der neuesten Reisebeschreibungen ; Des zwölften Bandes erste Abtheilung,Reise nach Griechenland $ Aus dem Französischen in einem Auszuge übersetzt $ des Herrn Savary,,,Frankfurt und Leipzig,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 $ Leipzig ; http://d-nb.info/gnd/4035206-7,,"bei Christoph Weigel, und A. G. Schneider",Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1789,1789,"214 Seiten, 1 gefaltetes Blatt",1 Illustration,1,,8°,Die Illustration ist 1 Kupferstichillustration (gestochen von J. G. Trautner) - Holzschnitt-Vignetten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0973 ; Engelmann II, 537",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,"Trautner, Johann Georg ; http://d-nb.info/gnd/133572781",,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1779 ; Osmanisches Reich,TravelogueD18 Europa $ TravelogueD18 Orient,,"251329-B.12,1 MAG",ZFID,
AC13017183,AC13017183,990048822050603338,http://data.onb.ac.at/ABO/%2BZ222105003,Z222105003,"Savary, Claude ; http://d-nb.info/gnd/100405924",Lettres sur la Grèce ; 1788 ; http://viaf.org/viaf/8463151474964300490003,,<<Savarys>> Reise nach Griechenland und Bemerkungen über die Türken $ Aus dem Französischen,,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,Leipzig ; http://d-nb.info/gnd/4035206-7,bey G. J. Göschen,"Göschen, Georg Joachim ; http://d-nb.info/gnd/118695916","Göschen, Georg Joachim ; http://d-nb.info/gnd/118695916",1789,1789,"3 ungezählte Seiten, 267 Seiten, 1 ungezählte gefaltetes Blatt Karte",1 Karte,,1,8°,Die Illustration ist 1 Kupferstich-Karte (gestochen und signiert von Johann Dorothea Philipp geb. Sysang).  - Titel-Kupfer,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann 537 ; Chatzipanagioti-Sangmeister, 0972",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,,"Sysang, Johanna Dorothea ; http://d-nb.info/gnd/131975048",,,Reisebericht $ Briefsammlung,,,Reise ; Griechenland ; Geschichte 1779 ; Osmanisches Reich ; Orient,TravelogueD18 Europa $ TravelogueD18 Orient,,29.V.17.(Vol.4) PRUNK,ZALT,
AC07960344,AC07960344,9958578468203338,http://data.onb.ac.at/ABO/%2BZ11623920X,Z11623920X,"Savary, Claude ; http://d-nb.info/gnd/100405924",Lettres sur l'Égypte ; 1785-1786,,"Zustand des alten und neuen Aegyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung etc. $ Aus dem Französischen des Herrn Savary. Mit Zusätzen und Verbesserungen von Johann Gottlob Schneider, Professor zu Frankfurt an der Oder. Mit einer Abbildung der größten Pyramide",[1],,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Bey Anton Pichler,"Pichler, Anton ; http://d-nb.info/gnd/139176020","Pichler, Anton ; http://d-nb.info/gnd/139176020",1799,1799,"8 ungezählte Seiten, 358 Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist 1 Kupferstich-Plan,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0957 ; Kainbacher, Erforschung Afrikas, S. 404. - Nachdruck der Ausgabe Berlin, Unger, 1786.  - Vgl. Bibliografie Reiseliteratur Eutin und Griep, Reiseliteratur und Geographica, 1230",Ungezählte Seite 3-8: Vorrede,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,"Schneider, Johann Gottlob ; http://d-nb.info/gnd/104117672",,,,Briefsammlung $ Reisebericht,,,Forschungsreise ; Ägypten ; Geschichte 1776-1779 ; Ägypten ; Landeskunde ; Osmanisches Reich,TravelogueD18 Afrika $ TravelogueD18 Orient,,251736-A.1 MAG,ZFID,
AC15531805,AC15531805,9958578467803338,http://data.onb.ac.at/ABO/%2BZ116239302,Z116239302,"Savary, Claude ; http://d-nb.info/gnd/100405924",Lettres sur l'Égypte ; 1785-1786,,"Zustand des alten und neuen Aegyptens in Ansehung seiner Einwohner, der Handlung, des Ackerbaues, der politischen Verfassung etc. $ Aus dem Französischen des Herrn Savary",Zweyter und dritter Theil ; Mit einem Kupfer,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Bey Anton Pichler,"Pichler, Anton ; http://d-nb.info/gnd/139176020","Pichler, Anton ; http://d-nb.info/gnd/139176020",1799,1799,"XVI Seiten, 364 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,1 Kupferstich-Karte,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0957. - Nachdruck der Ausgabe Berlin, Unger, 1786.  - Vgl. Bibliografie Reiseliteratur Eutin und Griep, Reiseliteratur und Geographica, 1230 ; Kainbacher, Erforschung Afrikas, S. 404",,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,,"Schneider, Johann Gottlob ; http://d-nb.info/gnd/104117672",,,,Briefsammlung $ Reisebericht,,,Forschungsreise ; Ägypten ; Geschichte 1776-1779 ; Ägypten ; Landeskunde ; Osmanisches Reich,TravelogueD18 Afrika $ TravelogueD18 Orient,,251736-A.2-3 MAG,ZFID,
AC10312176,AC10312176,990034781970603338,http://data.onb.ac.at/ABO/%2BZ220430907,Z220430907,"Seidel, Friedrich ; http://d-nb.info/gnd/13223338X",Denckwürdige Gesandtschafft an die Ottomannische Pforte,,"Denckwürdige Gesandtschafft an die Ottomannische Pforte $ Welche ehmals auf Röm. Käys. Maj. Rudolphi II. Hohen Befehl Herr Fridrich von Krekwitz/ Sr. Maj. Reichs=Hof=Rath/ verrichtet, Nebst ausführlichem Bericht/ was hierney so wohl mit dem Herrn Oratore selbst, als denen Seinigen vorgelauffen/ $ aufgesetzt und schrifftlich hinterlassen von Fridrich Seideln, damalhl des Herrn Oratoris Apothecker, und nachmahls Bürgern in Troppaw: und wegen der sonderlichen Begebenheiten, mit Einer Vorrede und einigen Anmerckungen in Druck gegeben von M. Salomon Haußdorff aus Lauban/ Pastore zu Bernstadt in Ober=Lausitz",,,Görlitz,Görlitz ; http://d-nb.info/gnd/4021441-2,Eisenach ; http://d-nb.info/gnd/4014013-1,Verlegts Johann Gottlob Laurentius $ druckts Johann Adolph Boetius,"Laurentz, Johann Gottlob ; http://d-nb.info/gnd/1037506367","Boetius, Johann Adolph ; http://d-nb.info/gnd/1037548817",1721,1721,"24 ungezählte Seiten, 164 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist eine gestochenes Frontispiz. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; VD18 1160963X,"Blatt ):(2a-):(3b: Widmungsvorrede an Johann Christian Nesen von Salomon Haußdorff, Datum Bernstadt 28.05.1711. - Blatt ):(4a-):():(4b: Vorrede an den Leser, Datum 23.04.1711. - Versgedicht von Abraham Gast in lateinischer Sprache, Datum 03.09.1616",,ger,,,VD18 1160963X,,"Hausdorff, Salomon ; http://d-nb.info/gnd/12871848X",,,,,"Seidel, Friedrich ; http://d-nb.info/gnd/13223338X",,Reisebericht,,,"Reise ; Gesandtschaft ; Kreckwitz, Friedrich <<von>> ; Geschichte 1591-1593 ; Osmanisches Reich ; Orient",TravelogueD18 Asien Europa $ TravelogueD18 Orient,,21.L.24 PRUNK $ MF 3321 MIK,ZALT $ ZNEU,VD18 1160963X
AC10312177,AC10312177,990034781980603338,http://data.onb.ac.at/ABO/%2BZ220430506,Z220430506,"Seidel, Friedrich ; http://d-nb.info/gnd/13223338X",Denckwürdige Gesandtschafft an die Ottomannische Pforte,,"<<Friedrich Seidels>> Merckwürdige Reise=Beschreibung, Aus Teutschland, Wien, Oesterreich, Ungern, Türckey biß Constantinopel, An die Ottomannische Pforte. wegen Vieler sonderbahren Begebenheiten, Grausamkeiten und andern unglücklichen Merckwürdigkeiten dem Drucke überlassen.",,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bey David Richtern,"Richter, David ; http://d-nb.info/gnd/136763448",,1733,1733,"1 ungezähltes gefaltetes Blatt, 22 ungezählte Seiten, 164 Seiten",,,,8°,Kein Illustrierender Inhalt. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten,Bibliografischer Nachweis: VD18 10380205 ; Bibliografie Reiseliteratur Eutin,"Blatt ):(2a-):():(4b: Vorrede an den Leser, Datum 23.04.1711. - Versgedicht von Abraham Gast in lateinischer Sprache, Datum 03.09.1616","Signaturformel: ):(8, ):():(4, A-K8, L2",ger,,,VD18 10380205,,,,"Gast, Abraham ; http://d-nb.info/gnd/120981971",,,,,Reisebericht,,,"Kreckwitz, Friedrich <<von>> ; Österreich ; Ungarn ; Türkei ; Gesandtschaft ; Geschichte 1591-1593 ; Konstantinopel ; Osmanisches Reich ; Orient",TravelogueD18 Asien Europa $ TravelogueD18 Orient,,21.L.22 PRUNK,ZALT,VD18 10380205
AC10383655,AC10383655,990035511830603338,http://data.onb.ac.at/ABO/%2BZ148208400,Z148208400,"Tott, François <<de>> ; http://d-nb.info/gnd/117727776",Mémoires sur les Turcs et les Tartares ; (DE-588)4809561-8,,<<Herrn Baron von Tott's>> Nachrichten von den Türken und Tataren $ mit Herrn von Peyssonnel's Verbesserungen und Zusätzen. Aus dem Französischen,Erster Theil ; Mit Kupfern,,Frankfurt und Leipzig,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 $ Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Christoph Weigel= und A. G. Schneiderischen Kunst= und Buchhandlung,Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1787,1787,"7 ungezählte Seiten, 312 Seiten, 20 ungezählte Blätter Bildtafeln",20 Illustrationen,20,,8°,Die Illustrationen umfassen 20 Kupferstichillustrationen. - Holzschnitt-Vignetten auf den Titelblättern und am Ende ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 1142 ; Engelmann II, 993 ; Stuck I, 3421",Ungezählte Seite 4-5: Vorrede der Verleger,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,,"Peyssonnel, Charles <<de>> ; http://d-nb.info/gnd/124383645",,"Weigel, Christoph ; http://d-nb.info/gnd/118630067",,,Reisebericht,,,Reise ; Osmanisches Reich ; Geschichte 1755-1763 ; Osmanisches Reich ; Landeskunde ; Geschichte 18. Jahrhundert ; Reise ; Krim ; Geschichte 1768-1769 ; Orient,TravelogueD18 Asien $ TravelogueD18 Orient,,251329-B.10 MAG,ZFID,
AC15496556,AC15496556,9958578466403338,http://data.onb.ac.at/ABO/%2BZ166394708,Z166394708,"Tott, François <<de>> ; http://d-nb.info/gnd/117727776",Mémoires sur les Turcs et les Tartares ; (DE-588)4809561-8,,<<Herrn Baron von Tott's>> Nachrichten von den Türken und Tartaren $ mit Herrn v. Peyssonnel's Verbesserungen und Zusätzen. Aus dem Französischen mit Kupfern,Erster Theil,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und zu finden bey Thadd. Edlen von Schmidbauer,"Schmidbauer, Thaddaeus <<von>> ; http://d-nb.info/gnd/1011420058","Schmidbauer, Thaddaeus <<von>> ; http://d-nb.info/gnd/1011420058",1788,1788,"300 Seiten, 19 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Bildtafel",20 Illustrationen,20,,8°,Die Illustrationen sind 20 Kupferstich-illustrationen (gestochen von Franz Assner). - Holzschnitt-Vignetten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 993 ; Versuch, 386 ; Chatzipanagioti-Sangmeister, 1144","Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Wien, gedruckt und zu finden bey Thadd. Edlen von Schmidbauer, auf dem Graben zur blauen Krone Nr. 1121. 1788.",,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,VD18 90576837,,"Peyssonnel, Charles <<de>> ; http://d-nb.info/gnd/124383645",,,,"Assner, Franz ; http://d-nb.info/gnd/140142487",,,Reisebericht,,,Osmanisches Reich ; Reise ; Osmanisches Reich ; Geschichte 1755-1763 ; Reise ; Krim ; Geschichte 1768-1769,TravelogueD18 Europa Asien $ TravelogueD18 Orient,,75.P.4.(Vol.1) PRUNK,ZALT,VD18 90576837
AC15496558,AC15496558,9958578466303338,http://data.onb.ac.at/ABO/%2BZ166394800,Z166394800,"Tott, François <<de>> ; http://d-nb.info/gnd/117727776",Mémoires sur les Turcs et les Tartares ; (DE-588)4809561-8,,<<Herrn Baron von Tott's>> Nachrichten von den Türken und Tartaren $ mit Herrn v. Peyssonnel's Verbesserungen und Zusätzen. Aus dem Französischen mit Kupfern,Zweyter und letzter Theil,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und zu finden bey Thadd. Edlen von Schmidbauer,"Schmidbauer, Thaddaeus <<von>> ; http://d-nb.info/gnd/1011420058","Schmidbauer, Thaddaeus <<von>> ; http://d-nb.info/gnd/1011420058",1788,1788,"297 Seiten, 2 ungezählte Seiten, 7 ungezählte Blätter Bildtafeln",7 Illustrationen,7,,8°,Die Illustration sind 7 Kupferstich-Illustrationen (gestochen von Franz Assner). - Holzschnitt-Vignetten auf dem Titelblatt und im Text ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 993 ; Versuch, 386 ; VD18 90576845 ; Chatzipanagioti-Sangmeister, 1144","Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Wien, gedruckt und zu finden bey Thadd. Edlen von Schmidbauer, auf dem Graben zur blauen Krone Nro. 1121. 1788",,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,VD18 90576845,,"Peyssonnel, Charles <<de>> ; http://d-nb.info/gnd/124383645",,,,"Assner, Franz ; http://d-nb.info/gnd/140142487",,,Reisebericht,,,Osmanisches Reich ; Reise ; Osmanisches Reich ; Geschichte 1755-1763 ; Reise ; Krim ; Geschichte 1768-1769,TravelogueD18 Europa Asien $ TravelogueD18 Orient,,75.P.4.(Vol.2) PRUNK,ZALT,VD18 90576845
