,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC15409158,AC15409158,9958555138903338,http://data.onb.ac.at/ABO/%2BZ169380101,Z169380101,"Prokesch von Osten, Anton ; http://d-nb.info/gnd/118596713",Denkwürdigkeiten und Erinnerungen aus dem Orient,,Denkwürdigkeiten und Erinnerungen aus dem Orient $ vom Ritter Prokesch von Osten. Aus Jul. Schnellers Nachlaß herausgegeben von Dr. Ernst Münch,Dritter Band,,Stuttgart,Stuttgart ; http://d-nb.info/gnd/4058282-6,,Hallberger'sche Verlagshandlung,Hallbergersche Verlagshandlung ; http://d-nb.info/gnd/107290862X,,1837,1837,"XX,  668 Seiten, 8 ungezählte Seiten",1 Illustration,1,,8°,1 lithografisches Diagramm,"Bibliografischer Nachweis: Engelmann, 124 ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 366",Am Ende 4 ungezählte Seiten Verlagsanzeige,,ger,,In Fraktur,,,"Münch, Ernst Hermann Joseph ; http://d-nb.info/gnd/100217281",,,"Schneller, Julius Franz ; http://d-nb.info/gnd/100268498",,,,Reisebericht $ Briefsammlung $ Erlebnisbericht,,,Anatolien ; Geschichte 1824-1828 ; Reise ; Griechenland ; Südosteuropa ; Osmanisches Reich,TravelogueD19 Europa Asien Afrika $ TravelogueD19 Orient,,56884-B.3 MAG,ZALT,
AC03215799,AC03215799,9958544980503338,http://data.onb.ac.at/ABO/%2BZ160975100,Z160975100,"Engelhardt, Moritz <<von>> ; http://d-nb.info/gnd/100827365",Reise in die Krym und den Kaukasus,,"Reise in die Krym und den Kaukasus $ Mit Kufpern und Karten $ von Moritz von Engelhardt und Friedrich Parrot, Doct. med.",Erster Theil,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Realschulbuchhandlung,Realschulbuchhandlung ; http://d-nb.info/gnd/6146071-0,,1815,1815,"XVI, 264 Seiten, VI, das heißt 7 gefaltete Blätter, 1 ungezähltes gefaltetes Blatt","3 Karten, 4 Illustrationen",4,3,8°,"2 Kupferstich-Illustrationen, 2 Kupferstich-Pläne, 3 Kufperstich-Karten. - Fußnoten ; Einfache Zierleisten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,,,ger,,In Fraktur,,"Parrot, Friedrich <<von>> ; 100240445",,,,,"Thiele, Karl Friedrich ; http://d-nb.info/gnd/141046406",,,Reisebericht,,,Forschungsreise ; Krim ; Kaukasus ; Geschichte 1811 ; Geologie ; Botanik,TravelogueD19 Asien Europa $ TravelogueD19 Orient,,25.X.45.(Vol.1) PRUNK,ZALT,
AC03215803,AC03215803,9958544980303338,http://data.onb.ac.at/ABO/%2BZ160975008,Z160975008,"Engelhardt, Moritz <<von>> ; http://d-nb.info/gnd/100827365",Reise in die Krym und den Kaukasus,,"Reise in die Krym und den Kaukasus $ Mit Kupfern und Karten $ von Moritz von Engelhardt und Friedrich Parrot, Doct. med.",Zweiter Theil,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Realschulbuchhandlung,Realschulbuchhandlung ; http://d-nb.info/gnd/6146071-0,,1815,1815,"4 ungezählte Seiten, 204 Seiten, 3 ungezählte gefaltete Blätter",,,,8°,Kein illustrierender Inhalt. - 3 Tabellen ; Fußnoten ; Einfache Zierleisten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,,,ger,,In Fraktur,,"Parrot, Friedrich <<von>> ; 100240445",,,,,,,,Reisebericht,,,Forschungsreise ; Krim ; Kaukasus ; Geschichte 1811 ; Geologie ; Botanik,TravelogueD19 Asien Europa $ TravelogueD19 Orient,,25.X.45.(Vol.2) PRUNK,ZALT,
AC08501859,AC08501859,9958541541103338,http://data.onb.ac.at/ABO/%2BZ221546401,Z221546401,,,,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen in die Türkei $ Mit Landkarten, Plänen, Portraits und anderen Abbildungen $ Verfaßt von Mehren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, Königl. Bibliothekar zu Bamberg",I. Theil. 1. Bändchen,,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,Verlegt von Haubenstricker und von Ebner,Haubenstricker & v. Ebner ; http://d-nb.info/gnd/1073087956,,1828,1828,"4 ungezählte Seiten, 128 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,12°,"1 Kupferstich-Karte (""Der Europäischen Türkey nördliche und östliche Theile enthaltend ... Nürnberg, bei Haubenstricker und v. Ebner 1828"", gestochen von J. N. Hamberger, Nürnberg)",,,,ger,,Enthält freie Übersetzungen aus dem Lateinischen $ In Fraktur,,"Leutbecher, Johann ; http://d-nb.info/gnd/100509878",,,"Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903",,"Hamberger, J. N. ; http://d-nb.info/gnd/103759727",,,,,"Gilles, Pierre : De topographia Constantinopoleos et de illius antiquitatibus libri quatuor $ Gilles, Pierre : De Bosporo Thracio Libri tres",Konstantinopel ; Topografie ; Osmanisches Reich,TravelogueD19 Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,"669909-A.1,1 MAG",ZALT,
AC08501864,AC08501864,9958541541003338,http://data.onb.ac.at/ABO/%2BZ221546504,Z221546504,,Taschen-Bibliothek der wichtigsten und interessantesten Reisen in die Türkei,Taschen-Bibliothek der wichtigsten und interessantesten See- und Land-Reisen : von der Erfindung der Buchdruckerkunst bis auf unsere Zeiten ; 13. Bändchen,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen in die Türkei $ Mit Landkarten, Plänen, Portraits und anderen Abbildungen $ Verfaßt von Mehren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, Königl. Bibliothekar zu Bamberg",I. Theil. 2. Bändchen,,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,Verlegt von Haubenstricker und von Ebner,Haubenstricker & v. Ebner ; http://d-nb.info/gnd/1073087956,,1828,1828,"5 ungezählte Seiten, Seite 134 - 256, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,12°,Die Illustration ist 1 Kupferstich-Porträt von Ghislain von Busbecq (Aug. Gislenius von Busbeck). - Fußnoten mit Literaturangaben und Anmerkungen,,,,ger,,Enthält freie Übersetzungen aus dem Lateinischen $ In Fraktur,,"Fiedler, Michael","Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903",,,,,,,Reisebericht,,"Busbecq, Ogier Ghislain <<de>> : Legationis Turcicae epistolae quatuor $ Nicolay, Nicolas de : <<Les>> quatres premiers livres des navigations et pérégrinations orientales","Gesandtschaft ; Nicolay, Nicolas <<de>> ; Osmanisches Reich ; Konstantinopel ; Geschichte 1551-1552 ; Gesandtschaft ; Konstantinopel ; Osmanisches Reich ; Busbecke, Augerius Ghislen <<de>> ; Geschichte 1554-1562",TravelogueD19 Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,"669909-A.1,2 MAG",ZALT,
AC08501874,AC08501874,9958541540803338,http://data.onb.ac.at/ABO/%2BZ22154670X,Z22154670X,,Taschen-Bibliothek der wichtigsten und interessantesten Reisen in die Türkei,,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen in die Türkei $ Mit Landkarten, Planen, Portraits und anderen Abbildungen $ Verfaßt von Mehren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, Königl. Bibliothekar zu Bamberg",II. Theil. 1. Bändchen,,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,Verlegt von Haubenstricker und von Ebner,Haubenstricker & v. Ebner ; http://d-nb.info/gnd/1073087956,,1829,1829,"2 ungezählte Seiten, 127 Seiten, 1 ungezählte Seite, 1 ungezähltes gefaltetes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 1 Karte",1,1,12°,"Eine Kupferstich-Illustration als Frontispiz (gestochen von Vogel), 1 Kupferstich-Karte (""Grundriss von Constantinopel Galata und Scutari nach Niebhur u. v. Hammer. 1829"", gestochen von Huttula)","Bibliografischer Nachweis: SBB, Berlin. - Enthält Kurzfassungen von 4 Reiseberichten in Bearbeitung durch Michael Fiedler",,,ger,,Enthält Expressionen von aus dem Lateinischen und Französischen übersetzten Werken $ In Fraktur,,"Fiedler, Michael","Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903","Fiedler, Michael",,,"Huttula, Johann Friedrich ; http://d-nb.info/gnd/1160256152",,,Reisebericht $ Erlebnisbericht,,"Tournefort, Joseph Pitton <<de>> : Relation d'un voyage du Levant $ Heberer, Michael : Aegyptiaca Servitus $ Tafferner, Paul : Caesarea Legatio, quam mandante Imp. Leopoldo I. ad Portam Ottomannicam suscepit, perfecitque Walterus Comes de Leslie $ Wenner, Adam : Ein gantz new Reysebuch von Prag auß biß gen Constantinopel","Reise ; Gefangenschaft ; Heberer, Michael ; Ägypten ; Orient ; Osmanisches Reich ; Geschichte 1582-1592 ; Gesandtschaft ; Czernin von und zu Chudenitz, Hermann ; Konstantinopel ; Osmanisches Reich ; Geschichte 1616-1618 ; Gesandtschaft ; Konstantinopel ; Osmanisches Reich ; Leslie, Walter <<von>> ; Geschichte 1665-1666 ; Reise ; Tournefort, Joseph Pitton <<de>> ; Levante ; Ägäische Inseln ; Anatolien ; Geschichte 1699-1702",TravelogueD19 Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,,,
AC08501880,AC08501880,9958541540603338,http://data.onb.ac.at/ABO/%2BZ221546905,Z221546905,,Taschen-Bibliothek der wichtigsten und interessantesten Reisen in die Türkei,,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen in die Türkei $ Mit Landkarten, Planen, Portraits und anderen Abbildungen $ Verfaßt von Mehren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, Königl. Bibliothekar zu Bamberg",II. Theil. 3. Bändchen,,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,Verlegt von Haubenstricker und von Ebner,Haubenstricker & v. Ebner ; http://d-nb.info/gnd/1073087956,,1829,1829,"5 ungezählte Seiten, Seiten 254 - 376, 1 ungezähltes gefaltetes Blatt",1 Illustration,1,,12°,Die Illustration ist 1 Kupferstich-Illustration,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Enthält 2 Auszüge aus Reiseberichten in freier Übersetzung durch Michael Fiedler,,,ger,,Enthält Expressionen von aus dem Französischen übersetzten Werken $ In Fraktur,,"Fiedler, Michael","Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903",,,,,,,Reisebericht,,"Tott, François <<de>> : Mémoires sur les Turcs et les Tartares $ Lucas, Paul : Voyage du Sieur Paul Lucas au Levant","Reise ; Gesandtschaft ; Lucas, Paul ; Türkei ; Konstantinopel ; Naher Osten ; Geschichte 1714 ; Reise ; Tott, François <<de>> ; Türkei ; Konstantinopel ; Geschichte 1755-1763",TravelogueD19 Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,"669909-A.2,3 MAG",ZALT,
AC08501893,AC08501893,9958541540503338,http://data.onb.ac.at/ABO/%2BZ221547004,Z221547004,,Taschen-Bibliothek der wichtigsten und interessantesten Reisen in die Türkei,,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen in die Türkei $ Mit Landkarten, Plänen, Portraits und anderen Abbildungen $ Verfasßt von Mehren, und herausgegeben von Joachim Heinrich Jäck, Königl. Bibliothekar zu Bamberg",IV. Theil. 1. Bändchen,,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,Verlegt von Heinrich Haubenstricker,"Haubenstricker, Heinrich ; http://d-nb.info/gnd/11652071X",,1831,1831,"128 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,12°,"1 Kupferstich-Karte (""Die Umgegend von Constantinopel""). - Fußnoten mit Literaturangaben und Anmerkungen",Bibliografischer Nachweis: KVK. - Enthält Auszüge aus drei Reiseberichten,,,ger,,In Fraktur,,"Murhard, Friedrich Wilhelm August ; http://d-nb.info/gnd/118785419 $ Hammer-Purgstall, Joseph <<von>> ; http://d-nb.info/gnd/118545426 $ Stürmer, Ludwig <<von>>","Gołuchowski, Józef ; http://d-nb.info/gnd/122911911 $ Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903",,,,,,,Reisebericht,,"Murhard, Friedrich Wilhelm August : Gemälde von Konstantinopel $ Hammer-Purgstall, Joseph <<von>> : Umblick auf einer Reise von Konstantinopel nach Brussa und dem Olympos, und von da zurück über Nikäa und Nikomedien $ Stürmer, Ludwig <<von>> : Skizzen einer Reise nach Konstantinopel des Freyherrn L. v. Stürmer, in den letzten Monathen des Jahres 1816","Reise ; Hammer-Purgstall, Joseph <<von>> ; Türkei ; Konstantinopel ; Bursa ; Griechenland ; Geschichte 1804 ; Reise ; Stürmer, Ludwig <<von>> ; Türkei ; Konstantinopel ; Geschichte 1816 ; Reise ; Murhard, Friedrich Wilhelm August ; Konstantinopel ; Türkei ; Südosteuropa ; Geschichte 1799 ; Osmanisches Reich",TravelogueD19 Asien Europa $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,"669909-A.4,1 MAG",ZALT,
AC08501899,AC08501899,9958541540403338,http://data.onb.ac.at/ABO/%2BZ221547107,Z221547107,,Taschen-Bibliothek der wichtigsten und interessantesten Reisen in die Türkei,,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen in die Türkei $ Mit Landkarten, Plänen, Portraits und anderen Abbildungen $ Verfaßt von Mehren, und herausgegeben von Joachim Heinrich Jäck, Königl. Bibliothekar zu Bamberg",IV. Theil. 2. Bändchen,,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,Verlegt von Heinrich Haubenstricker,"Haubenstricker, Heinrich ; http://d-nb.info/gnd/11652071X",,1831,1831,"Seite 134 - 240, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,12°,Die Illustration ist 1 Kupferstich-Illustration. - Fußnoten mit Literaturangaben und Anmerkungen,"Bibliografischer Nachweis: KVK. - Enthält Auszug aus Reisebericht von Ludwig von Stürmer's ""Skizzen einer Reise nach Konstantinopel des Freyherrn L. v. Stürmer, in den letzten Monathen des Jahres 1816"" ; Kurzfassung von Robert Walsh's Reisbericht ""Narrative of a journey from Constantinopel to England"" in deutscher Übersetzung",,,ger,ger $ eng,Enthält Expression von aus dem Englischen übersetzten Werk $ In Fraktur,,"Stürmer, Ludwig <<von>>","Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903 $ Gołuchowski, Józef ; http://d-nb.info/gnd/122911911",,,,,,,Reisebericht,,"Walsh, Robert : Narrative of a journey from Constantinople to England $ Stürmer, Ludwig <<von>> : Skizzen einer Reise nach Konstantinopel des Freyherrn L. v. Stürmer, in den letzten Monathen des Jahres 1816","Reise ; Stürmer, Ludwig <<von>> ; Türkei ; Konstantinopel ; Geschichte 1816 ; Reise ; Walsh, Robert ; Türkei ; Anatolien ; Geschichte 1828-1829 ; Osmanisches Reich",TravelogueD19 Asien Europa $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,"669909-A.4,2 MAG",ZALT,
AC15246577,AC15246577,9958530066403338,http://data.onb.ac.at/ABO/%2BZ155614804,Z155614804,"Behr, August <<von>>","Meine Reise durch Schlesien, Galicien, Podolien nach Odessa, der Krimm,  Konstantinopel und zurück über Moskau, Petersburg durch Finnland und die Insel Rügen im Sommer 1832",,"Meine Reise durch Schlesien, Galicien, Podolien nach Odessa, der Krimm, Konstantinopel und zurück über Moskau, Petersburg durch Finnland und die Insel Rügen im Sommer 1832 $ von August von Behr",Erster Theil,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,Bei C. H. F. Hartmann,"Hartmann, Christian Heinrich Ferdinand ; http://d-nb.info/gnd/1073505081",,1834,1834,"VIII, 295 Seiten",,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Engelmann 858 ; Bibliografie Reiseliteratur Eutin,,,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Odessa ; Reise ; Russland ; Osmanisches Reich ; Nordeuropa ; Geschichte 1832,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,*48.K.81.(Vol.1) PRUNK,ZALT,
AC15246582,AC15246582,9958530066303338,http://data.onb.ac.at/ABO/%2BZ155614907,Z155614907,"Behr, August <<von>>","Meine Reise durch Schlesien, Galicien, Podolien nach Odessa, der Krimm,  Konstantinopel und zurück über Moskau, Petersburg durch Finnland und die Insel Rügen im Sommer 1832",,"Meine Reise durch Schlesien, Galicien, Podolien nach Odessa, der Krimm, Konstantinopel und zurück über Moskau, Petersburg durch Finnland und die Insel Rügen im Sommer 1832 $ von August von Behr",Zweiter Theil,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,Bei C. H. F. Hartmann,"Hartmann, Christian Heinrich Ferdinand ; http://d-nb.info/gnd/1073505081",,1834,1834,"2 ungezählte Seiten, 306 Seiten",,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Engelmann 858 ; Bibliografie Reiseliteratur Eutin,,,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Odessa ; Reise ; Russland ; Osmanisches Reich ; Nordeuropa ; Geschichte 1832,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,*48.K.81.(Vol.2) PRUNK,ZALT,
AC15247369,AC15247369,9958530058603338,http://data.onb.ac.at/ABO/%2BZ119559800,Z119559800,"Mountnorris, George Annesley ; http://d-nb.info/gnd/123087392","Voyages and travels to India, Ceylon, the Red Sea, Abyssinia and Egypt ; 1809",Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde ; Fünf und vierzigster Band,"<<Georg Viscount Valentia's und Heinrich Salt's>> Reisen nach Jndien, Ceylon, dem rothen Meere, Abyssinien und Aegypten in den Jahren 1802, 1803, 1804, 1805 u. 1806 $ Aus dem Englischen im Auszuge übersetzt und mit einigen Anmerkungen begleitet von Friedrich Rühs",Zweiter Theil ; Mit einer Charte vom rothen Meere,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des Landes=Jndustrie=Comptoir,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1811,1811,"6 ungezählte Seiten, 706 Seiten, 2 ungezählte gefaltete Blätter Karten",2 Karten,,2,8°,2 Kupferstich-Karten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 102",,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,"Salt, Henry ; http://d-nb.info/gnd/117618179",,"Rühs, Friedrich ; http://d-nb.info/gnd/104359714",,,,,,Reisebericht,,"Salt, Henry : <<A>> voyage to Abyssinia",Indien ; Sri Lanka ; Ägypten ; Äthiopien ; Reise ; Geschichte 1802-1806,TravelogueD19 Asien Afrika $ TravelogueD19 Orient,,2.Y.5.(Vol.2) PRUNK $ UNASSIGNED,ZALT $ ZKAR,
AC15203167,AC15203167,9958522677803338,http://data.onb.ac.at/ABO/%2BZ177329104,Z177329104,"Dodwell, Edward ; http://d-nb.info/gnd/118526170","Classische und topographische Reise durch Griechenland während der Jahre 1801, 1805 und 1806",,"Classische und topographische Reise durch Griechenland während der Jahre 1801, 1805 und 1806 $ in zwei Bänden $ von Eduard Dodwell Esq. übersetzt und mit Anmerkungen herausgegeben von Dr. F. K. L. Sickler",Des ersten Bandes zweite Abtheilung,,Meiningen,Meiningen ; http://d-nb.info/gnd/4038453-6,Meiningen ; http://d-nb.info/gnd/4038453-6,Keyßner'sche Hofbuchhandlung,Keyßner'sche Hofbuchdruckerei ; http://d-nb.info/gnd/1047949350,Keyßner'sche Hofbuchdruckerei ; http://d-nb.info/gnd/1047949350,1821,1821,"VI, 400 Seiten, 1 ungezählte Seite, 6 ungezählte Blätter Bildtafeln, Gefaltete Blätter II-III",8 Illustrationen,8,,8°,8 Illustrationen. - Fußnoten,"Bibliografischer Nachweis: Engelmann 536 ; Bibliografie Reiseliteratur Eutin ; Weber, Voyages and Travels (1952), 063","Signaturformel: [2], A-Z8, Aa8, Bb5, Cc4. - Seite V-VI: Vorwort des Herausgebers. - Literaturangaben",,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,,,"Sickler, Friedrich ; http://d-nb.info/gnd/118809539",,,,,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1801-1806,TravelogueD19 Europa $ TravelogueD19 Orient,,"44.Y.18.(Vol.1,2) PRUNK",ZALT,
AC11175636,AC11175636,9958517077403338,http://data.onb.ac.at/ABO/%2BZ168112408,Z168112408,"Robinson, Edward ; http://d-nb.info/gnd/11657772X","Biblical researches in Palestine, Mount Sinai and Arabia Petraea ; 1841 ; http://viaf.org/viaf/1383149619402704010002",,"Palästina und die südlich angrenzenden Länder $ Tagebuch einer Reise im Jahre 1838 in Bezug auf die biblische Geographie unternommen von E. Robinson und E. Smith ; Mit neuen Karten und Plänen in fünf Blättern $ Nach den Original-Papieren mit historischen Erläuterungen herausgegeben von Eduard Robinson, Doctor und Professor der Theologie in Neu-York",Dritter Band. Zweite Abtheilung,,Halle,Halle (Saale) ; http://d-nb.info/gnd/4023025-9,Halle (Saale) ; http://d-nb.info/gnd/4023025-9,Verlag der Buchhandlung des Waisenhauses $ gedruckt bei W. Vogel Sohn,Franckesche Stiftungen zu Halle ; http://d-nb.info/gnd/2133444-4,"Vogel, Wilhelm Ferdinand Theodor ; http://d-nb.info/gnd/137964331",1842,1842,"XIV Seiten, Seiten 480-1116, 1 ungezählte Seite",,,,8°,Kein illustrierender Inhalt. - Tabellen ; Fußnoten,"Bibliografischer Nachweis: Kainbacher, Erforschung Afrikas, S. 386",Vermerk auf der ungezählten Seite am Ende: Bogen 53-70 nebst Titel und Inhaltsverzeichnis gedruckt bei W. Vogel Sohn in Leipzig,,ger,eng,Aus dem Englischen übersetzt $ In Antiqua,,"Smith, Eli ; http://d-nb.info/gnd/119215934",,,,,,,,Reisebericht,,,Palästina ; Naher Osten ; Reise ; Geschichte 1838,TravelogueD19 Asien $ TravelogueD19 Orient,,56.T.84.(Atlas) PRUNK,ZALT,
AC15185473,AC15185473,9958517071003338,http://data.onb.ac.at/ABO/%2BZ170200308,Z170200308,"Pirch, Otto <<von>> ; http://d-nb.info/gnd/116189894",Reise in Serbien im Spätherbst 1829,,"Reise in Serbien im Spätherbst 1829 $ von Otto v. Pirch, Premier=Lieutenant im Königlich Preußischen Ersten Garde=Regiment",Erster Theil,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,Berlin ; http://d-nb.info/gnd/4005728-8,bei Ferdinand Dümmler $ Gedruckt bei Trowitzsch und Sohn,"Dümmler, Ferdinand ; http://d-nb.info/gnd/116235632",Trowitzsch & Sohn ; http://d-nb.info/gnd/3043759-3,1830,1830,"VI Seiten, 2 ungezählte Seiten, 292 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 944",Seite [III]-IV: Vorrede,,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Reise ; Serbien ; Geschichte 1829 ; Osmanisches Reich,TravelogueD19 Europa $ TravelogueD19 Orient,,32.V.29.(Vol.1) PRUNK,ZALT,
AC14477947,AC14477947,990057538000603338,http://data.onb.ac.at/ABO/%2BZ258331608,Z258331608,,Taschenbibliothek der wichtigsten und interessantesten Reisen in die Türkei,Taschen-Bibliothek der wichtigsten und interessantesten See- und Landreisen : von der Erfindung der Buchdruckerkunst bis auf unsere Zeiten ; 16. Bändchen,"Taschen=Bibliothek der wichtigsten und interessantesten Reisen in die Türkey $ Mit Landkarten, Planen, Portraits und anderen Abbildungen $ Verfaßt von mehreren Gelehrten, und herausgegeben von Joachim Heinrich Jäck, königl. Bibliothekar zu Bamberg",I. Theil. 3. Bändchen,,Grätz,Graz ; http://d-nb.info/gnd/4021912-4 $ Leipzig ; http://d-nb.info/gnd/4035206-7,Graz ; http://d-nb.info/gnd/4021912-4 $ Leipzig ; http://d-nb.info/gnd/4035206-7,Druck und Papier von Joh. Andr. Kienreich,"J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846","J.-A.-Kienreichsche Buchhandlung ; http://d-nb.info/gnd/10038110-8 $ Kienreich, Johann Andreas ; http://d-nb.info/gnd/1013631846",1831,1831,"116 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,12°,Die Illustration ist 1 Kupferstich-Porträt als Frontispiz,Kein illustrierender Inhalt. - Holzschnitt-Vignetten und Initialen ; Fußnoten,Bibliografischer Nachweis:,,ger,,In Fraktur $ In Fraktur,,"Leutbecher, Johann ; http://d-nb.info/gnd/100509878","Jaeck, Heinrich Joachim ; http://d-nb.info/gnd/119486903",,,,,,,,,"Schweigger, Salomon : Newe reyssbeschreibung auss Teutschland nach Constantinopel und Jerusalem $ Busbecq, Ogier Ghislain de : Legationis Turcicae epistolae quatuor $ Gerlach, Stephan : Tagebuch, der von zween Glorwürdigsten Römischen Käysern, Maximiliano und Rudolpho, beyderseits den Andern dieses Nahmens, Höchstseeligster Gedächtnüß, an die Ottomannische Pforte zu Constantinopel abgefertigten, und ... Glücklichst-vollbrachter Gesandtschafft","Osmanisches Reich ; Gesandtschaft ; Gesandtschaft ; Ungnad, David <<von>> ; Österreich ; Osmanisches Reich ; Busbecq, Ogier Ghislain <<de>> ; Konstantinopel ; Türkei ; Geschichte 1554-1562 ; Wallfahrt ; Südosteuropa ; Türkei ; Naher Osten ; Palästina ; Jerusalem ; Schweigger, Salomon ; Geschichte 1577-1581 ; Osmanisches Reich ; Orient",TravelogueD19 Asien $ TravelogueD18 Europa $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,300638-A.16 MAG,ZKAR,
